#plate-ifu   agc   sep   dv   mhi   mhilim200   rms
8985-6101           -1      -1.00000      -1.00000      -1.00000        8.8359970       2.91071
8985-6102       230540       17.0607       1.69410       9.75000       -1.0000000       2.50402
8985-6103       234933       13.9223       10.9100       9.35000       -1.0000000       2.82146
8985-6104           -1      -1.00000      -1.00000      -1.00000        9.2203550       2.45635
8985-9102           -1      -1.00000      -1.00000      -1.00000        9.9979675       2.74222
8986-12702           -1      -1.00000      -1.00000      -1.00000        9.6784577       2.58141
8986-12703       172212       22.9256       20.2476       9.81000       -1.0000000       2.46170
8986-12704           -1      -1.00000      -1.00000      -1.00000        10.185378       2.91700
8986-12705       171363       19.6795       18.0743       9.75000       -1.0000000       2.27476
8986-1901           -1      -1.00000      -1.00000      -1.00000        10.107705       2.74309
8986-1902           -1      -1.00000      -1.00000      -1.00000        9.0079918       2.26746
8986-3701           -1      -1.00000      -1.00000      -1.00000        9.0416727       2.43873
8986-3702       172204       2.20075       63.9133       8.75000       -1.0000000       2.77456
8986-3703           -1      -1.00000      -1.00000      -1.00000        9.6207522       2.89325
8986-3704           -1      -1.00000      -1.00000      -1.00000        9.1790503       2.44853
8986-6101       170985       12.5789       11.2940       9.82000       -1.0000000       2.36277
8986-6102           -1      -1.00000      -1.00000      -1.00000        8.9874141       2.28055
8986-6103           -1      -1.00000      -1.00000      -1.00000        10.119588       2.64407
8986-6104       172254       19.5351       17.5249       9.87000       -1.0000000       2.63123
8986-9101           -1      -1.00000      -1.00000      -1.00000        8.9776220       2.41422
8986-9102       172244       20.2240       25.9235       9.79000       -1.0000000       2.65439
8987-12701           -1      -1.00000      -1.00000      -1.00000        10.699511       2.80016
8987-12702       194242       20.6331       1.72436       9.72000       -1.0000000       2.44933
8987-12703       194299       29.5825       58.4701       10.0100       -1.0000000       2.15887
8987-12704       190690       26.1886       14.3994       9.44000       -1.0000000       2.03920
8987-12705         4786       8.61615       19.1828       9.40000       -1.0000000       2.38219
8987-1901           -1      -1.00000      -1.00000      -1.00000        8.9632844       2.31058
8987-1902           -1      -1.00000      -1.00000      -1.00000        9.1369714       2.37662
8987-3701       194255       46.4105       33.7387       10.0800       -1.0000000       2.55132
8987-3702           -1      -1.00000      -1.00000      -1.00000        9.7138547       2.52238
8987-3703           -1      -1.00000      -1.00000      -1.00000        9.1735909       2.38580
8987-3704           -1      -1.00000      -1.00000      -1.00000        9.1999019       2.49303
8987-6101       194356       20.8874       18.5367       9.10000       -1.0000000       2.31982
8987-6102           -1      -1.00000      -1.00000      -1.00000        9.1594493       2.40685
8987-6103       194359       38.9013       16.7111       9.35000       -1.0000000       2.58617
8987-6104           -1      -1.00000      -1.00000      -1.00000        8.9121912       2.06425
8987-9101       194379       24.6070       13.0726       9.42000       -1.0000000       2.35308
8987-9102           -1      -1.00000      -1.00000      -1.00000        9.6869261       2.49660
9002-12701           -1      -1.00000      -1.00000      -1.00000        9.9216288       2.61392
9002-12702           -1      -1.00000      -1.00000      -1.00000        9.8416684       2.67898
9002-12703           -1      -1.00000      -1.00000      -1.00000        10.342773       3.58970
9002-12704           -1      -1.00000      -1.00000      -1.00000        9.8560003       2.46360
9002-12705       726931       27.2384       12.1664       9.98000       -1.0000000       2.52721
9002-1901           -1      -1.00000      -1.00000      -1.00000        9.3477872       2.75383
9002-1902       726915       27.4706       10.2499       10.1000       -1.0000000       2.54729
9002-3701           -1      -1.00000      -1.00000      -1.00000        9.7543178       2.62332
9002-3702           -1      -1.00000      -1.00000      -1.00000        9.3646128       2.57556
9002-3703           -1      -1.00000      -1.00000      -1.00000        10.391206       3.64645
9002-3704           -1      -1.00000      -1.00000      -1.00000        9.8936654       3.11598
9002-6101           -1      -1.00000      -1.00000      -1.00000        9.9743472       2.65430
9002-6102           -1      -1.00000      -1.00000      -1.00000        10.289866       2.87656
9002-6103           -1      -1.00000      -1.00000      -1.00000        9.3635264       2.47408
9002-6104           -1      -1.00000      -1.00000      -1.00000        10.208427       2.61967
9002-9101           -1      -1.00000      -1.00000      -1.00000        10.268587       2.72866
9002-9102           -1      -1.00000      -1.00000      -1.00000        9.1569821       2.67442
9024-12701           -1      -1.00000      -1.00000      -1.00000        10.375811       3.51623
9024-12702           -1      -1.00000      -1.00000      -1.00000        9.7233831       2.99929
9024-12703           -1      -1.00000      -1.00000      -1.00000        10.378720       3.65310
9024-12704           -1      -1.00000      -1.00000      -1.00000        10.500228       3.49208
9024-1901           -1      -1.00000      -1.00000      -1.00000        10.443831       4.14821
9024-1902       729404       6.01830       18.7149       9.76000       -1.0000000       3.07105
9024-3701           -1      -1.00000      -1.00000      -1.00000        9.3429223       2.93753
9024-3702           -1      -1.00000      -1.00000      -1.00000        10.386066       3.71783
9024-3703           -1      -1.00000      -1.00000      -1.00000        10.289364       3.74363
9024-3704           -1      -1.00000      -1.00000      -1.00000        10.854213       3.97230
9024-6101           -1      -1.00000      -1.00000      -1.00000        10.211311       3.78432
9024-6102       240948       17.1780       21.2404       9.94000       -1.0000000       3.02815
9024-6103           -1      -1.00000      -1.00000      -1.00000        10.318720       3.47765
9024-6104           -1      -1.00000      -1.00000      -1.00000        10.463947       4.34570
9024-9102           -1      -1.00000      -1.00000      -1.00000        10.646156       2.88732
9025-12701           -1      -1.00000      -1.00000      -1.00000        9.9552982       2.79609
9025-12702           -1      -1.00000      -1.00000      -1.00000        8.9184427       2.34509
9025-12703           -1      -1.00000      -1.00000      -1.00000        9.7275469       2.43529
9025-12704        10372       13.2668       6.23894       10.4900       -1.0000000       2.61273
9025-12705       264452       50.0024       20.2775       10.0000       -1.0000000       2.69916
9025-1901           -1      -1.00000      -1.00000      -1.00000        8.9793172       2.55591
9025-1902       264472       34.5666       9.18042       9.86000       -1.0000000       2.63037
9025-3701       264480       33.6860       20.9393       9.97000       -1.0000000       2.74889
9025-3702           -1      -1.00000      -1.00000      -1.00000        9.7202807       2.52807
9025-3703           -1      -1.00000      -1.00000      -1.00000        9.7982053       2.59938
9025-3704           -1      -1.00000      -1.00000      -1.00000        9.7601058       2.61697
9025-6101           -1      -1.00000      -1.00000      -1.00000        10.190547       2.89287
9025-6102           -1      -1.00000      -1.00000      -1.00000        10.473278       2.55630
9025-6103           -1      -1.00000      -1.00000      -1.00000        9.9933899       3.05365
9025-6104       261437       40.9456       46.1390       10.2800       -1.0000000       2.50161
9025-9101           -1      -1.00000      -1.00000      -1.00000        10.326129       2.65477
9025-9102       264401       13.2824       8.58422       9.31000       -1.0000000       2.36217
9027-12701        10302       24.9656       2.70066       10.1000       -1.0000000       2.43033
9027-12702        10303       9.47848       10.5073       9.80000       -1.0000000       2.93465
9027-12703       264273       57.0007       23.2526       9.91000       -1.0000000       2.83716
9027-12705        10313       29.3930       2.17424       9.53000       -1.0000000       2.38629
9027-3703       261403       42.2284     0.0671800       9.39000       -1.0000000       2.39060
9027-3704           -1      -1.00000      -1.00000      -1.00000        9.8339476       2.49489
9027-6101           -1      -1.00000      -1.00000      -1.00000        9.7344103       2.63142
9027-6102           -1      -1.00000      -1.00000      -1.00000        9.6981367       2.71798
9027-9101        10301       6.76313       11.1295       9.89000       -1.0000000       2.65923
9027-9102       727390       47.0085       1.09246       9.16000       -1.0000000       2.65125
9028-12701           -1      -1.00000      -1.00000      -1.00000        9.6878101       2.43597
9028-12702           -1      -1.00000      -1.00000      -1.00000        9.2929367       2.50846
9028-12703           -1      -1.00000      -1.00000      -1.00000        9.7646518       2.59608
9028-12704       260350       69.7225       18.9655       9.87000       -1.0000000       2.36717
9028-12705           -1      -1.00000      -1.00000      -1.00000        9.9895097       3.02836
9028-1901           -1      -1.00000      -1.00000      -1.00000        9.2870429       2.37489
9028-1902           -1      -1.00000      -1.00000      -1.00000        9.3445852       2.42708
9028-3701           -1      -1.00000      -1.00000      -1.00000        10.222950       3.15241
9028-3702           -1      -1.00000      -1.00000      -1.00000        9.7336324       2.68992
9028-3703           -1      -1.00000      -1.00000      -1.00000        10.328013       2.66812
9028-3704           -1      -1.00000      -1.00000      -1.00000        9.7591492       2.64759
9028-6101        10269       9.33177       8.17976       9.90000       -1.0000000       2.54347
9028-6102           -1      -1.00000      -1.00000      -1.00000        9.3730240       2.68744
9028-6103           -1      -1.00000      -1.00000      -1.00000        9.3280542       2.53816
9028-6104           -1      -1.00000      -1.00000      -1.00000        10.640075       2.61954
9028-9101       260317       11.7762       6.98510       10.1600       -1.0000000       2.29587
9028-9102       260316       53.9607       153.638       10.0600       -1.0000000       2.73527
9030-12701           -1      -1.00000      -1.00000      -1.00000        10.306422       2.68903
9030-12702           -1      -1.00000      -1.00000      -1.00000        9.6939913       2.57162
9030-12703           -1      -1.00000      -1.00000      -1.00000        9.7601031       2.89576
9030-12704           -1      -1.00000      -1.00000      -1.00000        9.7277161       2.58870
9030-12705           -1      -1.00000      -1.00000      -1.00000        9.8224624       2.69523
9030-1901           -1      -1.00000      -1.00000      -1.00000        9.2330452       2.78542
9030-1902           -1      -1.00000      -1.00000      -1.00000        9.1098405       2.55717
9030-3701           -1      -1.00000      -1.00000      -1.00000        9.6891880       2.53082
9030-3702       727360       26.1514       23.3564       10.4900       -1.0000000       2.61374
9030-3703           -1      -1.00000      -1.00000      -1.00000        9.7538683       2.67455
9030-3704           -1      -1.00000      -1.00000      -1.00000        9.3496547       2.51027
9030-6101           -1      -1.00000      -1.00000      -1.00000        10.338649       2.92468
9030-6102           -1      -1.00000      -1.00000      -1.00000        10.345394       2.92264
9030-6103           -1      -1.00000      -1.00000      -1.00000        9.7632590       2.44962
9030-6104       263804       14.7067       6.03830       9.10000       -1.0000000       2.42829
9030-9101           -1      -1.00000      -1.00000      -1.00000        10.570717       2.69306
9030-9102           -1      -1.00000      -1.00000      -1.00000        10.009181       3.09678
9032-12701       251485       36.7925       29.6023       10.3200       -1.0000000       2.80150
9032-12702           -1      -1.00000      -1.00000      -1.00000        9.8421598       2.61765
9032-12704        10207       85.5123       91.6583       10.3800       -1.0000000       2.52761
9032-12705           -1      -1.00000      -1.00000      -1.00000        10.300646       2.67242
9032-1901           -1      -1.00000      -1.00000      -1.00000        9.3171935       2.58970
9032-1902           -1      -1.00000      -1.00000      -1.00000        8.6405278       2.42376
9032-3701           -1      -1.00000      -1.00000      -1.00000        9.3260605       2.40477
9032-3702           -1      -1.00000      -1.00000      -1.00000        9.8445105       2.64252
9032-3703           -1      -1.00000      -1.00000      -1.00000        9.8349168       2.71755
9032-3704       727360       32.0450       31.9007       10.4900       -1.0000000       2.66977
9032-6101       260255       22.0919       4.53328       10.0900       -1.0000000       2.45654
9032-6102           -1      -1.00000      -1.00000      -1.00000        9.8761180       2.46583
9032-6104           -1      -1.00000      -1.00000      -1.00000        8.9942767       2.38631
9032-9101           -1      -1.00000      -1.00000      -1.00000        10.104218       2.79199
9032-9102       260902       15.9785      0.467420       9.58000       -1.0000000       2.46835
9039-12701           -1      -1.00000      -1.00000      -1.00000        10.267444       2.59148
9039-12702           -1      -1.00000      -1.00000      -1.00000        10.172574       3.65886
9039-12703           -1      -1.00000      -1.00000      -1.00000        10.639909       4.09898
9039-12704           -1      -1.00000      -1.00000      -1.00000        10.316152       3.68360
9039-12705           -1      -1.00000      -1.00000      -1.00000        10.375343       4.07522
9039-1901           -1      -1.00000      -1.00000      -1.00000        10.650063       3.97614
9039-1902           -1      -1.00000      -1.00000      -1.00000        10.081846       3.67303
9039-3701           -1      -1.00000      -1.00000      -1.00000        10.372972       3.27081
9039-3702           -1      -1.00000      -1.00000      -1.00000        10.620186       3.68974
9039-3703           -1      -1.00000      -1.00000      -1.00000        10.307230       3.49873
9039-3704           -1      -1.00000      -1.00000      -1.00000        10.163889       4.30583
9039-6101           -1      -1.00000      -1.00000      -1.00000        10.148922       2.56963
9039-6102           -1      -1.00000      -1.00000      -1.00000        10.063564       3.48260
9039-6103           -1      -1.00000      -1.00000      -1.00000        10.329613       3.74819
9039-6104           -1      -1.00000      -1.00000      -1.00000        10.523508       4.19835
9039-9101           -1      -1.00000      -1.00000      -1.00000        10.749663       4.13382
9039-9102           -1      -1.00000      -1.00000      -1.00000        9.4394953       3.16075
9040-12701        10246       7.18840       11.9803       10.1800       -1.0000000       2.40771
9040-12702           -1      -1.00000      -1.00000      -1.00000        9.7562952       2.46643
9040-12703       261050       22.8114       15.8254       9.71000       -1.0000000       2.35831
9040-12704           -1      -1.00000      -1.00000      -1.00000        9.7447203       2.59003
9040-12705           -1      -1.00000      -1.00000      -1.00000        9.8172805       2.78438
9040-1901           -1      -1.00000      -1.00000      -1.00000        9.3104383       2.46355
9040-1902           -1      -1.00000      -1.00000      -1.00000        9.7254676       2.63772
9040-3701           -1      -1.00000      -1.00000      -1.00000        10.351460       2.91076
9040-3702           -1      -1.00000      -1.00000      -1.00000        9.2718001       2.35506
9040-3703           -1      -1.00000      -1.00000      -1.00000        9.4236029       2.07591
9040-3704           -1      -1.00000      -1.00000      -1.00000        9.6096519       2.66810
9040-6101       260355       9.57595      0.358720       9.83000       -1.0000000       2.50631
9040-6102           -1      -1.00000      -1.00000      -1.00000        10.044166       2.93726
9040-6103           -1      -1.00000      -1.00000      -1.00000        9.2882551       2.18289
9040-6104       260373       22.6318       3.70776       9.93000       -1.0000000       2.37463
9040-9101           -1      -1.00000      -1.00000      -1.00000        10.621855       2.92992
9040-9102           -1      -1.00000      -1.00000      -1.00000        9.9826310       2.69168
9041-12701        10036       14.8006       9.08238       10.3600       -1.0000000       2.21537
9041-12702        10019       14.5573       2.89562       10.3600       -1.0000000       2.50016
9041-12703       254769       95.1247       13.0788       10.3500       -1.0000000       2.54513
9041-12704           -1      -1.00000      -1.00000      -1.00000        10.374449       2.95155
9041-12705           -1      -1.00000      -1.00000      -1.00000        10.255496       3.15230
9041-1901           -1      -1.00000      -1.00000      -1.00000        9.4053379       2.93796
9041-1902           -1      -1.00000      -1.00000      -1.00000        9.3749044       2.50334
9041-3701           -1      -1.00000      -1.00000      -1.00000        10.455101       2.45728
9041-3702           -1      -1.00000      -1.00000      -1.00000        9.3205337       2.43229
9041-3703           -1      -1.00000      -1.00000      -1.00000        9.3093213       2.35613
9041-3704           -1      -1.00000      -1.00000      -1.00000        10.253939       2.86090
9041-6101           -1      -1.00000      -1.00000      -1.00000        10.192919       2.64444
9041-6102           -1      -1.00000      -1.00000      -1.00000        10.025510       3.51020
9041-6103           -1      -1.00000      -1.00000      -1.00000        10.362589       2.88244
9041-6104           -1      -1.00000      -1.00000      -1.00000        9.8667448       2.52930
9041-9101           -1      -1.00000      -1.00000      -1.00000        9.2516788       2.02469
9041-9102       251181       8.25175       10.7198       10.3300       -1.0000000       2.18303
9042-12701           -1      -1.00000      -1.00000      -1.00000        9.6822462       2.70799
9042-12702           -1      -1.00000      -1.00000      -1.00000        10.071056       2.50975
9042-12703           -1      -1.00000      -1.00000      -1.00000        9.2986613       2.14158
9042-12704           -1      -1.00000      -1.00000      -1.00000        10.101143       2.64709
9042-12705           -1      -1.00000      -1.00000      -1.00000        10.625544       2.65841
9042-1901           -1      -1.00000      -1.00000      -1.00000        10.110699       2.79749
9042-3701           -1      -1.00000      -1.00000      -1.00000        10.220979       2.81076
9042-3702           -1      -1.00000      -1.00000      -1.00000        10.261558       2.97579
9042-3703           -1      -1.00000      -1.00000      -1.00000        9.2561150       1.94104
9042-3704           -1      -1.00000      -1.00000      -1.00000        9.2870032       2.09093
9042-6101           -1      -1.00000      -1.00000      -1.00000        9.3658735       2.52326
9042-6102           -1      -1.00000      -1.00000      -1.00000        10.319988       2.74657
9042-6103           -1      -1.00000      -1.00000      -1.00000        10.055601       2.44914
9042-6104           -1      -1.00000      -1.00000      -1.00000        10.475607       2.47600
9042-9101           -1      -1.00000      -1.00000      -1.00000        10.062413       2.56459
9042-9102           -1      -1.00000      -1.00000      -1.00000        9.2738488       2.21922
9043-12701           -1      -1.00000      -1.00000      -1.00000        10.124126       2.74012
9043-12702           -1      -1.00000      -1.00000      -1.00000        10.088322       2.56939
9043-12703           -1      -1.00000      -1.00000      -1.00000        10.632354       3.98176
9043-12704           -1      -1.00000      -1.00000      -1.00000        8.9009528       1.99990
9043-12705           -1      -1.00000      -1.00000      -1.00000        10.060398       2.50499
9043-1901           -1      -1.00000      -1.00000      -1.00000        9.6558157       2.07801
9043-1902           -1      -1.00000      -1.00000      -1.00000        10.101513       2.86684
9043-3701           -1      -1.00000      -1.00000      -1.00000        10.039464       2.71766
9043-3702           -1      -1.00000      -1.00000      -1.00000        10.296318       3.03468
9043-3703           -1      -1.00000      -1.00000      -1.00000        9.9970651       2.78163
9043-3704           -1      -1.00000      -1.00000      -1.00000        10.287454       3.16965
9043-6101           -1      -1.00000      -1.00000      -1.00000        10.019425       2.67703
9043-6102           -1      -1.00000      -1.00000      -1.00000        9.9364223       2.46654
9043-6103           -1      -1.00000      -1.00000      -1.00000        10.426151       2.50225
9043-6104           -1      -1.00000      -1.00000      -1.00000        10.051422       2.69466
9043-9101           -1      -1.00000      -1.00000      -1.00000        10.578688       2.70709
9043-9102           -1      -1.00000      -1.00000      -1.00000        10.239900       2.92301
9044-12701           -1      -1.00000      -1.00000      -1.00000        9.3182166       2.47547
9044-12702           -1      -1.00000      -1.00000      -1.00000        10.160553       3.09889
9044-12703           -1      -1.00000      -1.00000      -1.00000        10.497552       2.63090
9044-12704           -1      -1.00000      -1.00000      -1.00000        10.221671       3.01675
9044-1901           -1      -1.00000      -1.00000      -1.00000        9.3384800       2.57021
9044-1902           -1      -1.00000      -1.00000      -1.00000        9.2940310       2.39410
9044-3701           -1      -1.00000      -1.00000      -1.00000        10.131692       2.64260
9044-3702           -1      -1.00000      -1.00000      -1.00000        10.664674       2.88965
9044-3703           -1      -1.00000      -1.00000      -1.00000        10.137364       2.95358
9044-3704           -1      -1.00000      -1.00000      -1.00000        10.120394       2.72772
9044-6101         9831       19.9867       1.66328       9.85000       -1.0000000       3.15687
9044-6102           -1      -1.00000      -1.00000      -1.00000        10.147300       2.85906
9044-6103           -1      -1.00000      -1.00000      -1.00000        10.149226       2.64910
9044-6104           -1      -1.00000      -1.00000      -1.00000        10.175401       2.81128
9044-9102           -1      -1.00000      -1.00000      -1.00000        10.525846       3.14487
9045-12701           -1      -1.00000      -1.00000      -1.00000        10.030011       2.63901
9045-12702         9701       35.5773       11.4466       10.0900       -1.0000000       2.75248
9045-12703           -1      -1.00000      -1.00000      -1.00000        10.067856       3.08192
9045-12704       254386       40.3261     0.0622200       9.97000       -1.0000000       2.61769
9045-12705           -1      -1.00000      -1.00000      -1.00000        10.469851       2.80803
9045-1901           -1      -1.00000      -1.00000      -1.00000        9.2847378       2.38797
9045-1902           -1      -1.00000      -1.00000      -1.00000        10.100115       2.87941
9045-3701           -1      -1.00000      -1.00000      -1.00000        10.293239       2.82423
9045-3702       252099       29.8774       12.7197       9.40000       -1.0000000       2.77134
9045-3703           -1      -1.00000      -1.00000      -1.00000        10.169521       3.31953
9045-3704           -1      -1.00000      -1.00000      -1.00000        9.8908914       2.53793
9045-6101           -1      -1.00000      -1.00000      -1.00000        9.8690523       2.47552
9045-6102           -1      -1.00000      -1.00000      -1.00000        10.470333       2.77842
9045-6103           -1      -1.00000      -1.00000      -1.00000        10.264335       2.82078
9045-6104           -1      -1.00000      -1.00000      -1.00000        10.502682       2.72924
9045-9101           -1      -1.00000      -1.00000      -1.00000        9.8708664       2.47659
9045-9102           -1      -1.00000      -1.00000      -1.00000        9.3198114       2.59465
9046-12701           -1      -1.00000      -1.00000      -1.00000        10.542992       2.85006
9046-12702       260366       15.3934       7.71980       9.77000       -1.0000000       2.44948
9046-12703           -1      -1.00000      -1.00000      -1.00000        10.385309       2.83359
9046-12704           -1      -1.00000      -1.00000      -1.00000        10.689936       3.24009
9046-12705       264218       106.710       55.2627       9.97000       -1.0000000       2.61382
9046-1901           -1      -1.00000      -1.00000      -1.00000        9.3616152       2.49410
9046-1902           -1      -1.00000      -1.00000      -1.00000        10.656203       3.05203
9046-3701       264083       3.43932       3.98430       9.80000       -1.0000000       2.64501
9046-3702           -1      -1.00000      -1.00000      -1.00000        9.3374845       2.38829
9046-3703           -1      -1.00000      -1.00000      -1.00000        9.4605105       2.46885
9046-3704           -1      -1.00000      -1.00000      -1.00000        9.6858591       2.46191
9046-6101           -1      -1.00000      -1.00000      -1.00000        10.349573       2.40293
9046-6102           -1      -1.00000      -1.00000      -1.00000        10.731666       2.95422
9046-6103       260454       10.0615       15.6235       10.2900       -1.0000000       2.56884
9046-6104           -1      -1.00000      -1.00000      -1.00000        10.600606       2.68210
9046-9101           -1      -1.00000      -1.00000      -1.00000        10.105528       2.83669
9046-9102           -1      -1.00000      -1.00000      -1.00000        10.499016       2.87398
9047-12701           -1      -1.00000      -1.00000      -1.00000        9.7388292       2.74953
9047-12702           -1      -1.00000      -1.00000      -1.00000        9.6144796       2.57205
9047-12703           -1      -1.00000      -1.00000      -1.00000        9.7446560       2.81673
9047-12704           -1      -1.00000      -1.00000      -1.00000        10.462212       2.76128
9047-12705           -1      -1.00000      -1.00000      -1.00000        9.7189169       2.46721
9047-1901           -1      -1.00000      -1.00000      -1.00000        9.9885074       2.70724
9047-1902           -1      -1.00000      -1.00000      -1.00000        9.6097239       2.48098
9047-3701           -1      -1.00000      -1.00000      -1.00000        9.5040391       2.38879
9047-3702           -1      -1.00000      -1.00000      -1.00000        10.101403       2.85946
9047-3703           -1      -1.00000      -1.00000      -1.00000        10.589202       2.62725
9047-3704           -1      -1.00000      -1.00000      -1.00000        9.5558645       2.32548
9047-6101           -1      -1.00000      -1.00000      -1.00000        9.6032562       2.56964
9047-6102           -1      -1.00000      -1.00000      -1.00000        9.5516724       2.56179
9047-6103           -1      -1.00000      -1.00000      -1.00000        10.617345       2.73717
9047-6104           -1      -1.00000      -1.00000      -1.00000        9.8733157       2.51130
9047-9101           -1      -1.00000      -1.00000      -1.00000        9.5275130       2.47483
9047-9102           -1      -1.00000      -1.00000      -1.00000        9.6172066       2.61629
9048-12702           -1      -1.00000      -1.00000      -1.00000        9.5119506       2.39404
9048-12703           -1      -1.00000      -1.00000      -1.00000        9.6787251       2.40316
9048-12704       264120       50.5942       15.4684       9.94000       -1.0000000       2.32524
9048-12705           -1      -1.00000      -1.00000      -1.00000        10.458316       2.82384
9048-1901           -1      -1.00000      -1.00000      -1.00000        10.048529       2.90031
9048-1902           -1      -1.00000      -1.00000      -1.00000        9.7800155       2.75064
9048-3701           -1      -1.00000      -1.00000      -1.00000        10.004538       2.89852
9048-3702           -1      -1.00000      -1.00000      -1.00000        10.040689       2.71747
9048-3703           -1      -1.00000      -1.00000      -1.00000        10.583633       2.68212
9048-3704           -1      -1.00000      -1.00000      -1.00000        10.322470       2.63184
9048-6101           -1      -1.00000      -1.00000      -1.00000        9.3411199       2.45196
9048-6103           -1      -1.00000      -1.00000      -1.00000        10.185609       2.28051
9048-6104           -1      -1.00000      -1.00000      -1.00000        10.228416       2.16122
9048-9101           -1      -1.00000      -1.00000      -1.00000        9.6969533       2.52964
9048-9102           -1      -1.00000      -1.00000      -1.00000        9.4695550       2.27659
9049-12701           -1      -1.00000      -1.00000      -1.00000        10.014786       2.84336
9049-12702           -1      -1.00000      -1.00000      -1.00000        10.291417       2.75320
9049-12704           -1      -1.00000      -1.00000      -1.00000        9.7631564       2.73275
9049-12705           -1      -1.00000      -1.00000      -1.00000        9.7656601       2.84899
9049-1901           -1      -1.00000      -1.00000      -1.00000        10.587054       2.58272
9049-1902           -1      -1.00000      -1.00000      -1.00000        9.5892234       2.55988
9049-3701       264835       50.5441       10.6277       9.87000       -1.0000000       2.04325
9049-3702           -1      -1.00000      -1.00000      -1.00000        9.7167736       2.50591
9049-3703           -1      -1.00000      -1.00000      -1.00000        10.021265       2.78308
9049-3704       264691       28.5764       2.90138       9.04000       -1.0000000      -1.00000
9049-6101       264611       72.6183       2.56348       8.68000       -1.0000000       2.05065
9049-6102           -1      -1.00000      -1.00000      -1.00000        9.6103886       2.71045
9049-6103           -1      -1.00000      -1.00000      -1.00000        9.5166457       2.43819
9049-6104           -1      -1.00000      -1.00000      -1.00000        9.7845121       2.68117
9049-9101           -1      -1.00000      -1.00000      -1.00000        9.7498385       2.62693
9049-9102       264843       12.6155       5.53302       10.1200       -1.0000000       2.50614
9050-12704           -1      -1.00000      -1.00000      -1.00000        9.8601179       2.51365
9050-1901           -1      -1.00000      -1.00000      -1.00000        9.6046443       2.50668
9051-6103           -1      -1.00000      -1.00000      -1.00000        9.1533948       2.37106
9086-12701        10256       53.6681       4.57454       10.0400       -1.0000000      -1.00000
9086-12702       263440       57.2280       14.1816       9.89000       -1.0000000       2.66127
9086-12703           -1      -1.00000      -1.00000      -1.00000        10.173520       2.88969
9086-12704           -1      -1.00000      -1.00000      -1.00000        9.6161241       2.60754
9086-12705       263767       24.2111       9.21342       9.58000       -1.0000000       1.99159
9086-1901           -1      -1.00000      -1.00000      -1.00000        9.6198846       2.64111
9086-1902           -1      -1.00000      -1.00000      -1.00000        9.6461859       2.33801
9086-3702           -1      -1.00000      -1.00000      -1.00000        9.3323133       2.37703
9086-3703       264048       25.3418       10.1531       9.56000       -1.0000000       2.33350
9086-3704           -1      -1.00000      -1.00000      -1.00000        9.4980735       2.43434
9086-6102           -1      -1.00000      -1.00000      -1.00000        9.5119309       2.32431
9086-6103       263213       62.9324       10.1128       9.60000       -1.0000000       2.22299
9086-6104           -1      -1.00000      -1.00000      -1.00000        9.3306234       2.50824
9086-9101           -1      -1.00000      -1.00000      -1.00000        9.5488499       2.36542
9086-9102           -1      -1.00000      -1.00000      -1.00000        10.539736       2.67768
9087-12703       262972       17.4562       28.1955       9.95000       -1.0000000       2.54408
9087-3702           -1      -1.00000      -1.00000      -1.00000        9.4699428       2.48101
9087-6103           -1      -1.00000      -1.00000      -1.00000        9.8196446       2.40609
9087-6104           -1      -1.00000      -1.00000      -1.00000        9.3542915       2.50289
9087-9102           -1      -1.00000      -1.00000      -1.00000        9.3710392       2.59169
9088-12701           -1      -1.00000      -1.00000      -1.00000        10.059704       2.78259
9088-12702           -1      -1.00000      -1.00000      -1.00000        9.5547906       2.44517
9088-12703           -1      -1.00000      -1.00000      -1.00000        9.3472133       2.53776
9088-12704           -1      -1.00000      -1.00000      -1.00000        9.9875505       2.69030
9088-12705           -1      -1.00000      -1.00000      -1.00000        9.9554782       2.56315
9088-1901       263506       37.8354       32.2830       9.41000       -1.0000000       2.60935
9088-1902           -1      -1.00000      -1.00000      -1.00000        9.5468336       2.40876
9088-3701           -1      -1.00000      -1.00000      -1.00000        10.023834       2.80107
9088-3702           -1      -1.00000      -1.00000      -1.00000        9.7098118       2.53626
9088-3703           -1      -1.00000      -1.00000      -1.00000        9.7226241       2.67297
9088-3704           -1      -1.00000      -1.00000      -1.00000        10.014810       2.87314
9088-6101       263833       12.5845       3.11900       10.0500       -1.0000000       2.67335
9088-6102       263477       16.9933       19.9295       9.86000       -1.0000000       2.43501
9088-6103        10254       118.927       95.3454       9.70000       -1.0000000       2.62087
9088-6104           -1      -1.00000      -1.00000      -1.00000        9.3303686       2.38411
9088-9101       263047       7.88703       4.23002       10.0800       -1.0000000       2.44104
9088-9102           -1      -1.00000      -1.00000      -1.00000        10.190941       2.95747
9089-12701           -1      -1.00000      -1.00000      -1.00000        9.9723998       2.73678
9089-12702       261306       8.11127       3.88658       10.0100       -1.0000000       2.46611
9089-12703           -1      -1.00000      -1.00000      -1.00000        9.5696692       2.44962
9089-12704           -1      -1.00000      -1.00000      -1.00000        9.3421611       2.51427
9089-3702           -1      -1.00000      -1.00000      -1.00000        9.6257547       2.70491
9089-3703       262968       57.3575       7.90626       9.46000       -1.0000000       2.58790
9089-6102           -1      -1.00000      -1.00000      -1.00000        10.319693       2.95354
9089-6103           -1      -1.00000      -1.00000      -1.00000        10.311396       3.00299
