plateifu,stellar_pa,halpha_pa,pa_offset,stel_qual,stel_feature,halpha_qual,halpha_feature,halpha_notes
8725-12703,167.5,84,83.5,0,0,0,0,0
8725-12704,254.5,129,125.5,0,0,0,0,0
8725-6101,350.5,62.5,72,0,0,0,0,0
8725-6104,3.5,64.5,61,0,0,0,0,0
8725-9101,1,173,172,0,0,0,0,0
8726-12704,111.5,125.5,14,0,0,0,0,0
8726-1902,175,51.5,123.5,0,0,0,0,0
8726-3702,350,204.5,145.5,0,0,0,0,0
8726-6101,105,351,114,0,0,0,0,0
8726-9102,169.5,329,159.5,0,0,0,0,0
8727-12704,14.5,340.5,34,0,0,0,0,0
8727-3702,210,289,79,0,0,0,0,0
8727-3704,94.5,304.5,150,0,0,0,0,0
8728-12704,33.5,39.5,6,0,0,0,0,0
8728-1901,90.5,188,97.5,0,0,0,0,0
8728-1902,49.5,16.5,33,0,0,0,0,0
8728-3703,59,276.5,142.5,0,0,0,0,0
8728-6104,37,143.5,106.5,0,0,0,0,0
8931-3704,57.5,153,95.5,0,0,0,0,0
8931-9101,220.5,287,66.5,0,0,0,0,0
8931-9102,44.5,29.5,15,0,0,0,0,0
8932-12705,277,198.5,78.5,0,0,0,0,0
8932-3702,296.5,289,7.5,0,0,0,0,0
8932-6102,161.5,228,66.5,0,0,0,0,0
8932-6103,77,2.5,74.5,0,0,0,0,0
8933-12705,101,70,31,0,0,0,0,0
8933-3702,83.5,38,45.5,0,0,0,0,0
8933-3704,284,81.5,157.5,0,0,0,0,0
8933-6104,127,153,26,0,0,0,0,0
8933-9102,159,104,55,0,0,0,0,0
8934-3702,263,219.5,43.5,0,0,0,0,0
8934-9102,237.5,287,49.5,0,0,0,0,0
8935-12701,272.5,330,57.5,0,0,0,0,0
8935-12705,25.5,357.5,28,0,0,0,0,0
8935-1901,202.5,306.5,104,0,0,0,0,0
8935-3701,272.5,320,47.5,0,0,0,0,0
8935-6101,181,123,58,0,0,0,0,0
8936-12701,228.5,357,128.5,0,0,0,0,0
8936-3701,21,5,16,0,0,0,0,0
8936-3703,84.5,91,6.5,0,0,0,0,0
8936-6103,173.5,113.5,60,0,0,0,0,0
8937-12702,176.5,192.5,16,0,0,0,0,0
8937-12704,104.5,145.5,41,0,0,0,0,0
8937-12705,20,4,16,0,0,0,0,0
8937-6103,291,330.5,39.5,0,0,0,0,0
8938-3704,231.5,336.5,105,0,0,0,0,0
8938-6101,131,183,52,0,0,0,0,0
8939-3704,100.5,64,36.5,0,0,0,0,0
8939-6103,325.5,147.5,178,0,0,0,0,0
8939-6104,2,278,84,0,0,0,0,0
8939-9101,326,267,59,0,0,0,0,0
8939-9102,245,297.5,52.5,0,0,0,0,0
8940-12701,124,152.5,28.5,0,0,0,0,0
8940-12704,231.5,221,10.5,0,0,0,0,0
8940-3702,57,16.5,40.5,0,0,0,0,0
8940-3704,16,348,28,0,0,0,0,0
8940-6103,146,21.5,124.5,0,0,0,0,0
8942-12703,176.5,118.5,58,0,0,0,0,0
8942-12704,357.5,35.5,38,0,0,0,0,0
8942-3702,242,54,172,0,0,0,0,0
8942-3703,116,151.5,35.5,0,0,0,0,0
8942-6103,165,130.5,34.5,0,0,0,0,0
8942-9101,137,174.5,37.5,0,0,0,0,0
8943-12704,117.5,107,10.5,0,0,0,0,0
8943-12705,290.5,219,71.5,0,0,0,0,0
8943-3704,182,138.5,43.5,0,0,0,0,0
8943-6104,252,52.5,160.5,0,0,0,0,0
8944-1901,31,42,11,0,0,0,0,0
8944-6101,212.5,185,27.5,0,0,0,0,0
8944-6104,83.5,111,27.5,0,0,0,0,0
8946-12703,18,319,59,0,0,0,0,0
8946-12704,247.5,275.5,28,0,0,0,0,0
8946-12705,165.5,98,67.5,0,0,0,0,0
8946-6104,311,217.5,93.5,0,0,0,0,0
8947-12702,253,253,0,0,0,0,0,0
8947-6101,351.5,309.5,42,0,0,0,0,0
8947-6102,75,152.5,77.5,0,0,0,0,0
8948-3703,182,193.5,11.5,0,0,0,0,0
8948-6102,196.5,47,149.5,0,0,0,0,0
8948-9102,338,4.5,26.5,0,0,0,0,0
8949-12702,104,148,44,0,0,0,0,0
8949-1901,24.5,71,46.5,0,0,0,0,0
8949-3701,202,237.5,35.5,0,0,0,0,0
8949-6101,355.5,344.5,11,0,0,0,0,0
8950-3701,330,116.5,146.5,0,0,0,0,0
8950-6101,273,138.5,134.5,0,0,0,0,0
8951-12703,53.5,233.5,180,0,0,0,0,0
8951-1901,108,303,165,0,0,0,0,0
8951-3704,150,330.5,179.5,0,0,0,0,0
8951-9101,240.5,112.5,128,0,0,0,0,0
8952-12704,257,140,117,0,0,0,0,0
8977-1901,349.5,111,121.5,0,0,0,0,0
8978-3702,67,245.5,178.5,0,0,0,0,0
8979-12702,213.5,4.5,151,0,0,0,0,0
8980-12702,217.5,142.5,75,0,0,0,0,0
8980-12703,299.5,316.5,17,0,0,0,0,0
8980-6101,153.5,240,86.5,0,0,0,0,0
8981-12701,71,177.5,106.5,0,0,0,0,0
8981-12705,350.5,301.5,49,0,0,0,0,0
8981-6102,138,121.5,16.5,0,0,0,0,0
8982-3703,200.5,217.5,17,0,0,0,0,0
8982-6102,65,54.5,10.5,0,0,0,0,0
8982-9101,132,147.5,15.5,0,0,0,0,0
8983-12704,297.5,105.5,168,0,0,0,0,0
8983-1901,46,192,146,0,0,0,0,0
8984-12702,87.5,126.5,39,0,0,0,0,0
8984-6102,268.5,94.5,174,0,0,0,0,0
8985-6101,179.5,359.5,180,0,0,0,0,0
8986-12701,129,357,132,0,0,0,0,0
8986-1902,275,188,87,0,0,0,0,0
8986-3704,281,68,147,0,0,0,0,0
8987-12701,225,267.5,42.5,0,0,0,0,0
8987-6103,292.5,316.5,24,0,0,0,0,0
8988-12701,257,330.5,73.5,0,0,0,0,0
8988-12702,312.5,350,37.5,0,0,0,0,0
8989-12703,148,301.5,153.5,0,0,0,0,0
8989-12704,90.5,72.5,18,0,0,0,0,0
8989-12705,197.5,4.5,167,0,0,0,0,0
8989-3702,1.5,1.5,0,0,0,0,0,0
8989-6103,268,334,66,0,0,0,0,0
8991-12702,58,129.5,71.5,0,0,0,0,0
8991-3704,356,7,11,0,0,0,0,0
8991-6102,224,35,171,0,0,0,0,0
8993-12704,58,29.5,28.5,0,0,0,0,0
8993-3704,182,256,74,0,0,0,0,0
8993-6101,356.5,337.5,19,0,0,0,0,0
8993-9101,231.5,275,43.5,0,0,0,0,0
8994-6102,315,137.5,177.5,0,0,0,0,0
8994-6104,214,196,18,0,0,0,0,0
8994-9101,221,180.5,40.5,0,0,0,0,0
8995-12703,221,274,53,0,0,0,0,0
8995-12704,233,166,67,0,0,0,0,0
8995-3703,357.5,203.5,154,0,0,0,0,0
8995-9102,279.5,242.5,37,0,0,0,0,0
8996-6104,300.5,319.5,19,0,0,0,0,0
8997-12705,252.5,252,0.5,0,0,0,0,0
8998-12703,148.5,139.5,9,0,0,0,0,0
8999-3702,63.5,287.5,136,0,0,0,0,0
8999-3704,195.5,156.5,39,0,0,0,0,0
9000-12701,216.5,250,33.5,0,0,0,0,0
9000-12703,304,338.5,34.5,0,0,0,0,0
9000-12704,54,57.5,3.5,0,0,0,0,0
9000-9102,64,224,160,0,0,0,0,0
9001-12701,182.5,115.5,67,0,0,0,0,0
9001-12703,298,221.5,76.5,0,0,0,0,0
9001-12704,319,327,8,0,0,0,0,0
9001-1901,319.5,330,10.5,0,0,0,0,0
9002-12702,316.5,171,145.5,0,0,0,0,0
9002-12703,355,70,75,0,0,0,0,0
9002-3703,185.5,64,121.5,0,0,0,0,0
9002-6102,100.5,258.5,158,0,0,0,0,0
9002-9102,257,280.5,23.5,0,0,0,0,0
9024-1901,299.5,318,18.5,0,0,0,0,0
9024-3703,174,324,150,0,0,0,0,0
9024-3704,326,290.5,35.5,0,0,0,0,0
9024-6104,168.5,228.5,60,0,0,0,0,0
9025-12701,89.5,267.5,178,0,0,0,0,0
9025-12702,,,,0,0,0,0,0
9025-12703,134,279,145,0,0,0,0,0
9025-6101,154.5,143,11.5,0,0,0,0,0
9025-9101,156.5,105,51.5,0,0,0,0,0
9026-12704,32.5,93,60.5,0,0,0,0,0
9026-3701,263,288.5,25.5,0,0,0,0,0
9027-12705,226.5,215.5,11,0,0,0,0,0
9027-6104,91,124.5,33.5,0,0,0,0,0
9028-3703,314,146,168,0,0,0,0,0
9028-3704,269,88.5,179.5,0,0,0,0,0
9028-6102,65,331,94,0,0,0,0,0
9028-6104,347.5,308,39.5,0,0,0,0,0
9029-3701,333.5,217.5,116,0,0,0,0,0
9029-9102,252,15,123,0,0,0,0,0
9030-12703,191,217.5,26.5,0,0,0,0,0
9030-12705,187.5,304.5,117,0,0,0,0,0
9030-6101,275,31,116,0,0,0,0,0
9030-6102,51,217,166,0,0,0,0,0
9030-9101,335.5,309,26.5,0,0,0,0,0
9031-12702,106.5,74,32.5,0,0,0,0,0
9031-9101,176.5,69,107.5,0,0,0,0,0
9032-3702,262.5,183.5,79,0,0,0,0,0
9032-6102,18.5,39,20.5,0,0,0,0,0
9032-6103,331,162,169,0,0,0,0,0
9032-9102,5,326,39,0,0,0,0,0
9033-12702,15.5,70,54.5,0,0,0,0,0
9033-12704,273,143.5,129.5,0,0,0,0,0
9033-6103,226.5,186.5,40,0,0,0,0,0
9033-6104,143.5,283.5,140,0,0,0,0,0
9033-9101,356,318.5,37.5,0,0,0,0,0
9034-3701,337.5,173.5,164,0,0,0,0,0
9034-3704,327,355,28,0,0,0,0,0
9034-9102,136,228.5,92.5,0,0,0,0,0
9035-12704,278,304.5,26.5,0,0,0,0,0
9035-12705,323.5,337,13.5,0,0,0,0,0
9036-12701,334,334,0,0,0,0,0,0
9036-3704,317,22.5,65.5,0,0,0,0,0
9037-12702,44.5,16,28.5,0,0,0,0,0
9037-1901,30.5,219.5,171,0,0,0,0,0
9037-3701,207,357.5,150.5,0,0,0,0,0
9037-3703,179,221,42,0,0,0,0,0
9037-6102,283.5,5,81.5,0,0,0,0,0
9038-12701,240.5,342.5,102,0,0,0,0,0
9038-12705,260.5,251,9.5,0,0,0,0,0
9038-1902,144,62.5,81.5,0,0,0,0,0
9038-3703,115,279.5,164.5,0,0,0,0,0
9038-6104,17.5,340,37.5,0,0,0,0,0
9038-9101,232,299,67,0,0,0,0,0
9039-12701,136,241.5,105.5,0,0,0,0,0
9039-12703,128.5,139.5,11,0,0,0,0,0
9039-12705,87.5,67,20.5,0,0,0,0,0
9039-3702,352.5,295.5,57,0,0,0,0,0
9040-12702,233.5,222,11.5,0,0,0,0,0
9040-3701,143,351,152,0,0,0,0,0
9040-3703,200,20,180,0,0,0,0,0
9040-9101,166,282,116,0,0,0,0,0
9041-12705,348.5,114,125.5,0,0,0,0,0
9041-3701,267,29,122,0,0,0,0,0
9041-6103,166,212,46,0,0,0,0,0
9042-12705,224.5,188,36.5,0,0,0,0,0
9042-1901,192,148,44,0,0,0,0,0
9042-3702,99,49,50,0,0,0,0,0
9042-6104,220,64,156,0,0,0,0,0
9043-12701,61.5,280.5,141,0,0,0,0,0
9043-12702,61,131.5,70.5,0,0,0,0,0
9043-12703,328,173.5,154.5,0,0,0,0,0
9043-12705,338,333.5,4.5,0,0,0,0,0
9043-6103,141,244,103,0,0,0,0,0
9043-9101,342.5,44,61.5,0,0,0,0,0
9043-9102,298.5,320.5,22,0,0,0,0,0
9044-12702,209.5,288,78.5,0,0,0,0,0
9044-12703,274,94,180,0,0,0,0,0
9044-12705,131.5,11,120.5,0,0,0,0,0
9044-6103,297,263.5,33.5,0,0,0,0,0
9044-6104,170,169.5,0.5,0,0,0,0,0
9045-12701,355.5,1.5,6,0,0,0,0,0
9045-12705,268.5,64,155.5,0,0,0,0,0
9045-6102,345.5,176,169.5,0,0,0,0,0
9045-6103,73.5,27.5,46,0,0,0,0,0
9045-6104,153,263,110,0,0,0,0,0
9046-12701,37.5,247,150.5,0,0,0,0,0
9046-12703,256.5,169.5,87,0,0,0,0,0
9046-12704,153.5,134.5,19,0,0,0,0,0
9046-3703,56,20,36,0,0,0,0,0
9046-6102,317.5,186,131.5,0,0,0,0,0
9046-6104,341.5,338,3.5,0,0,0,0,0
9046-9101,335,151.5,176.5,0,0,0,0,0
9046-9102,39.5,265,134.5,0,0,0,0,0
9047-12701,232.5,339,106.5,0,0,0,0,0
9047-12704,75,47.5,27.5,0,0,0,0,0
9047-12705,278.5,338,59.5,0,0,0,0,0
9047-3703,131.5,121,10.5,0,0,0,0,0
9047-6102,329.5,23.5,54,0,0,0,0,0
9047-6103,315,76,121,0,0,0,0,0
9048-12701,171.5,159.5,12,0,0,0,0,0
9048-12702,185.5,219,33.5,0,0,0,0,0
9048-12704,336.5,318.5,18,0,0,0,0,0
9048-12705,2.5,330,32.5,0,0,0,0,0
9048-3704,198.5,148.5,50,0,0,0,0,0
9048-9102,350.5,104.5,114,0,0,0,0,0
9049-12703,34,146,112,0,0,0,0,0
9049-6101,237.5,268.5,31,0,0,0,0,0
9050-12702,226.5,327,100.5,0,0,0,0,0
9050-6101,173,190.5,17.5,0,0,0,0,0
9050-6102,228,231,3,0,0,0,0,0
9050-6103,107,42,65,0,0,0,0,0
9085-1901,302.5,102,159.5,0,0,0,0,0
9085-6102,206.5,62.5,144,0,0,0,0,0
9086-9102,122,120.5,1.5,0,0,0,0,0
9087-6102,356,52,56,0,0,0,0,0
9087-6103,288,20,92,0,0,0,0,0
9088-3701,244,344,100,0,0,0,0,0
9088-3704,295,321.5,26.5,0,0,0,0,0
9088-6103,51,82,31,0,0,0,0,0
9089-1902,5,323.5,41.5,0,0,0,0,0
9089-6102,191,52,139,0,0,0,0,0
9090-12701,23,298,85,0,0,0,0,0
9090-12702,349.5,358.5,9,0,0,0,0,0
9090-6101,192.5,174,18.5,0,0,0,0,0
9091-3702,20,324.5,55.5,0,0,0,0,0
9091-3704,44,201,157,0,0,0,0,0
9091-6102,27,202.5,175.5,0,0,0,0,0
9092-12701,246.5,70.5,176,0,0,0,0,0
9092-12704,54.5,186.5,132,0,0,0,0,0
9092-1901,274.5,265,9.5,0,0,0,0,0
9092-6103,158.5,18,140.5,0,0,0,0,0
9092-6104,305.5,235,70.5,0,0,0,0,0
9094-12702,340.5,55.5,75,0,0,0,0,0
9094-12704,215.5,268.5,53,0,0,0,0,0
9094-3702,26.5,335,51.5,0,0,0,0,0
9094-3704,253.5,330,76.5,0,0,0,0,0
9094-6103,212.5,344.5,132,0,0,0,0,0
9094-6104,272.5,129,143.5,0,0,0,0,0
9094-9102,181,6.5,174.5,0,0,0,0,0
9095-3702,43,79,36,0,0,0,0,0
9095-6103,304.5,197.5,107,0,0,0,0,0
9181-12701,19,12.5,6.5,0,0,0,0,0
9181-12703,270.5,352,81.5,0,0,0,0,0
9181-12704,287.5,217,70.5,0,0,0,0,0
9181-3702,269,34,125,0,0,0,0,0
9181-3704,65.5,257,168.5,0,0,0,0,0
9181-6101,325,337,12,0,0,0,0,0
9181-6103,26.5,30.5,4,0,0,0,0,0
9181-6104,82.5,72,10.5,0,0,0,0,0
9182-3702,53,357.5,55.5,0,0,0,0,0
9183-12701,80,158,78,0,0,0,0,0
9183-12705,156.5,11,145.5,0,0,0,0,0
9184-12702,205,254,49,0,0,0,0,0
9184-12703,44,91.5,47.5,0,0,0,0,0
9184-1901,355,43,48,0,0,0,0,0
9184-1902,253,211,42,0,0,0,0,0
9184-3703,17,209.5,167.5,0,0,0,0,0
9184-9101,100,66.5,33.5,0,0,0,0,0
9185-12702,205.5,124,81.5,0,0,0,0,0
9185-12703,214,268.5,54.5,0,0,0,0,0
9185-12704,287,353.5,66.5,0,0,0,0,0
9185-1901,357,272,85,0,0,0,0,0
9185-3701,88,303.5,144.5,0,0,0,0,0
9185-6103,108.5,210,101.5,0,0,0,0,0
9185-9101,179,221.5,42.5,0,0,0,0,0
9186-12704,61,55.5,5.5,0,0,0,0,0
9188-6101,38,51,13,0,0,0,0,0
9189-12702,333.5,281,52.5,0,0,0,0,0
9189-3703,168.5,316.5,148,0,0,0,0,0
9189-6101,120.5,85.5,35,0,0,0,0,0
9189-6103,242.5,121,121.5,0,0,0,0,0
9190-12704,220,197,23,0,0,0,0,0
9190-1902,153,248,95,0,0,0,0,0
9190-3701,96.5,115,18.5,0,0,0,0,0
9190-6101,30,240.5,149.5,0,0,0,0,0
9190-6103,238.5,238.5,0,0,0,0,0,0
9192-12705,29.5,291,98.5,0,0,0,0,0
9192-3703,156,358.5,157.5,0,0,0,0,0
9192-3704,127,182.5,55.5,0,0,0,0,0
9192-6103,131,187.5,56.5,0,0,0,0,0
9192-9101,132,102,30,0,0,0,0,0
9193-3704,118.5,70,48.5,0,0,0,0,0
9194-12701,339.5,337.5,2,0,0,0,0,0
9194-12705,276.5,280.5,4,0,0,0,0,0
9194-1901,227,213,14,0,0,0,0,0
9194-9102,242,43.5,161.5,0,0,0,0,0
9195-1901,207,39,168,0,0,0,0,0
9195-3701,310,13.5,63.5,0,0,0,0,0
9195-9102,45.5,129,83.5,0,0,0,0,0
9196-12702,355.5,30,34.5,0,0,0,0,0
9196-12705,323.5,113,149.5,0,0,0,0,0
9196-6102,92,69,23,0,0,0,0,0
9485-12702,238.5,194.5,44,0,0,0,0,0
9485-3703,85.5,137.5,52,0,0,0,0,0
9485-6102,185.5,75,110.5,0,0,0,0,0
9485-6103,311.5,105,153.5,0,0,0,0,0
9485-9101,287,286.5,0.5,0,0,0,0,0
9485-9102,129.5,129.5,0,0,0,0,0,0
9486-12705,261,86,175,0,0,0,0,0
9486-1901,71.5,58,13.5,0,0,0,0,0
9486-3701,288.5,318.5,30,0,0,0,0,0
9486-6103,96,70,26,0,0,0,0,0
9486-6104,74,331,103,0,0,0,0,0
9487-12705,167.5,249,81.5,0,0,0,0,0
9487-6102,163.5,169.5,6,0,0,0,0,0
9488-12701,50,86.5,36.5,0,0,0,0,0
9488-12705,276.5,262,14.5,0,0,0,0,0
9488-3701,175.5,285.5,110,0,0,0,0,0
9488-3704,192,52,140,0,0,0,0,0
9488-6102,181,68,113,0,0,0,0,0
9488-6104,321.5,113.5,152,0,0,0,0,0
9489-12701,327.5,320,7.5,0,0,0,0,0
9489-12702,136,158.5,22.5,0,0,0,0,0
9489-12703,27.5,0.5,27,0,0,0,0,0
9489-6101,194,229,35,0,0,0,0,0
9489-6103,315,289.5,25.5,0,0,0,0,0
9489-9102,54,203,149,0,0,0,0,0
9490-12701,69.5,8,61.5,0,0,0,0,0
9490-12702,129,91,38,0,0,0,0,0
9490-3703,111,60.5,50.5,0,0,0,0,0
9490-6103,7,44,37,0,0,0,0,0
9490-9101,235,24.5,149.5,0,0,0,0,0
9490-9102,355,125,130,0,0,0,0,0
9491-12705,86.5,86,0.5,0,0,0,0,0
9491-3701,44,7.5,36.5,0,0,0,0,0
9491-6103,3,68,65,0,0,0,0,0
9491-6104,106.5,48.5,58,0,0,0,0,0
9493-12702,88,53.5,34.5,0,0,0,0,0
9493-12703,89,316,133,0,0,0,0,0
9494-12703,91.5,117.5,26,0,0,0,0,0
9494-12705,193,162,31,0,0,0,0,0
9494-3702,13,83.5,70.5,0,0,0,0,0
9494-6101,73.5,259,174.5,0,0,0,0,0
9494-6102,153,139,14,0,0,0,0,0
9494-6103,334.5,334.5,0,0,0,0,0,0
9495-12701,195,225.5,30.5,0,0,0,0,0
9495-12704,50,51.5,1.5,0,0,0,0,0
9495-1901,71.5,270,161.5,0,0,0,0,0
9497-12704,54.5,358.5,56,0,0,0,0,0
9497-6101,38,224,174,0,0,0,0,0
9497-6103,13,112,99,0,0,0,0,0
9499-1901,202.5,170,32.5,0,0,0,0,0
9499-9102,13.5,52.5,39,0,0,0,0,0
9500-12705,102,273,171,0,0,0,0,0
9500-3702,249,295.5,46.5,0,0,0,0,0
9500-3704,108,299,169,0,0,0,0,0
9501-12702,133.5,231,97.5,0,0,0,0,0
9501-12703,68,214,146,0,0,0,0,0
9501-3704,325.5,26.5,61,0,0,0,0,0
9501-6103,88,253,165,0,0,0,0,0
9501-6104,57,202.5,145.5,0,0,0,0,0
9502-12701,289.5,227.5,62,0,0,0,0,0
9502-1902,62.5,137,74.5,0,0,0,0,0
9502-6102,298.5,300.5,2,0,0,0,0,0
9502-6104,333,69.5,96.5,0,0,0,0,0
9502-9101,257.5,36,138.5,0,0,0,0,0
9503-1902,92,313,139,0,0,0,0,0
9503-3703,6.5,40,33.5,0,0,0,0,0
9503-9101,137.5,196,58.5,0,0,0,0,0
9504-12705,276.5,234.5,42,0,0,0,0,0
9504-6101,169,170,1,0,0,0,0,0
9504-6102,44,56,12,0,0,0,0,0
9504-6104,307,257,50,0,0,0,0,0
9505-1902,147.5,255,107.5,0,0,0,0,0
9505-3701,215.5,273.5,58,0,0,0,0,0
9505-9102,223,255.5,32.5,0,0,0,0,0
9506-12703,238.5,210.5,28,0,0,0,0,0
9506-3704,209.5,275.5,66,0,0,0,0,0
9506-6103,56,93.5,37.5,0,0,0,0,0
9506-6104,269,24,115,0,0,0,0,0
9507-3702,31,227,164,0,0,0,0,0
9507-6101,305,82.5,137.5,0,0,0,0,0
9507-6104,17.5,197.5,180,0,0,0,0,0
9507-9101,284,62.5,138.5,0,0,0,0,0
9508-3702,84,280,164,0,0,0,0,0
9508-6102,204.5,352,147.5,0,0,0,0,0
9509-12704,51.5,47,4.5,0,0,0,0,0
9509-12705,137.5,86.5,51,0,0,0,0,0
9509-3703,278.5,6,87.5,0,0,0,0,0
9510-12705,108,133,25,0,0,0,0,0
9510-1901,345,344,1,0,0,0,0,0
9510-6104,280,335,55,0,0,0,0,0
9511-12705,310,259.5,50.5,0,0,0,0,0
9511-3702,330,273,57,0,0,0,0,0
9512-12702,288.5,68.5,140,0,0,0,0,0
9512-12703,106.5,161.5,55,0,0,0,0,0
9512-3701,249.5,356.5,107,0,0,0,0,0
9512-9102,272,291.5,19.5,0,0,0,0,0
9513-12703,230.5,276.5,46,0,0,0,0,0
9514-3703,4,301.5,62.5,0,0,0,0,0
9514-6102,256,28.5,132.5,0,0,0,0,0
9514-6103,258,216.5,41.5,0,0,0,0,0
9677-12701,54,90.5,36.5,0,0,0,0,0
9677-12702,90.5,270.5,180,0,0,0,0,0
9677-12703,,,,0,0,0,0,0
9677-12704,,,,0,0,0,0,0
9677-12705,360,180.5,179.5,0,0,0,0,0
9677-6102,106,285,179,0,0,0,0,0
9677-6103,102.5,258.5,156,0,0,0,0,0
9677-9101,180,180,0,0,0,0,0,0
9677-9102,209,29,180,0,0,0,0,0
9678-12701,57.5,62.5,5,0,0,0,0,0
9678-12702,62,326,96,0,0,0,0,0
9678-12704,99,164.5,65.5,0,0,0,0,0
9678-12705,9.5,294.5,75,0,0,0,0,0
9678-6102,196.5,287,90.5,0,0,0,0,0
9678-6103,301,79.5,138.5,0,0,0,0,0
9678-9101,317,52.5,95.5,0,0,0,0,0
9678-9102,150.5,32,118.5,0,0,0,0,0
9862-12704,59,225.5,166.5,0,0,0,0,0
9862-12705,333.5,59,85.5,0,0,0,0,0
9863-1902,303,303,0,0,0,0,0,0
9863-3701,338,3,25,0,0,0,0,0
9863-6102,303,62,119,0,0,0,0,0
9864-12702,223.5,238.5,15,0,0,0,0,0
9864-9102,99.5,358,101.5,0,0,0,0,0
9865-12703,57.5,123,65.5,0,0,0,0,0
9865-9101,235.5,257,21.5,0,0,0,0,0
9866-12705,65.5,310.5,115,0,0,0,0,0
9867-12701,55,88,33,0,0,0,0,0
9867-12705,1,201,160,0,0,0,0,0
9867-1901,286,25,99,0,0,0,0,0
9867-3702,37.5,217.5,180,0,0,0,0,0
9867-6103,352.5,72,79.5,0,0,0,0,0
9868-6104,136,40,96,0,0,0,0,0
9868-9101,52,82,30,0,0,0,0,0
9869-12704,159.5,257.5,98,0,0,0,0,0
9869-1902,217.5,279.5,62,0,0,0,0,0
9869-3704,356,344,12,0,0,0,0,0
9870-12701,82.5,262.5,180,0,0,0,0,0
9870-3703,139.5,290.5,151,0,0,0,0,0
9870-9102,76.5,328,108.5,0,0,0,0,0
9871-12704,,,,0,0,0,0,0
9871-1902,86,62.5,23.5,0,0,0,0,0
9871-9102,186,154,32,0,0,0,0,0
9872-12704,54.5,97.5,43,0,0,0,0,0
9872-3702,3,148,145,0,0,0,0,0
9873-12704,327.5,138.5,171,0,0,0,0,0
9873-3704,286.5,285.5,1,0,0,0,0,0
9874-12701,319.5,55,95.5,0,0,0,0,0
9874-12702,350,,,0,0,0,0,0
9874-12704,305.5,152.5,153,0,0,0,0,0
9874-12705,99.5,211.5,112,0,0,0,0,0
9874-6102,160,287.5,127.5,0,0,0,0,0
9874-6104,87.5,352.5,95,0,0,0,0,0
9875-12702,237.5,10,132.5,0,0,0,0,0
9875-12703,195,207,12,0,0,0,0,0
9875-3701,135,163.5,28.5,0,0,0,0,0
9875-6102,181,141.5,39.5,0,0,0,0,0
9875-9102,130.5,67,63.5,0,0,0,0,0
9876-12701,255.5,268.5,13,0,0,0,0,0
9876-12704,19,220.5,158.5,0,0,0,0,0
9876-1901,318.5,16,57.5,0,0,0,0,0
9876-6104,44,33.5,10.5,0,0,0,0,0
9877-12703,9.5,213.5,156,0,0,0,0,0
9877-12704,159,34.5,124.5,0,0,0,0,0
9878-6102,12.5,345,27.5,0,0,0,0,0
9879-6101,85.5,97.5,12,0,0,0,0,0
9879-6104,279,77,158,0,0,0,0,0
9879-9102,46.5,247.5,159,0,0,0,0,0
9880-12701,67,261.5,165.5,0,0,0,0,0
9880-12702,56,144.5,88.5,0,0,0,0,0
9880-12703,153,98,55,0,0,0,0,0
9880-1901,227,88,139,0,0,0,0,0
9880-9101,134,360,134,0,0,0,0,0
9882-6102,262.5,281,18.5,0,0,0,0,0
9882-9102,150.5,146.5,4,0,0,0,0,0
9883-12705,255,253.5,1.5,0,0,0,0,0
9883-1901,42.5,324,78.5,0,0,0,0,0
9883-9101,225,24,159,0,0,0,0,0
9884-1902,281.5,193,88.5,0,0,0,0,0
9884-3702,136,87.5,48.5,0,0,0,0,0
9884-3703,217,340,123,0,0,0,0,0
9884-6102,271,181.5,89.5,0,0,0,0,0
9884-9102,291,347,56,0,0,0,0,0
9885-12702,167.5,123,44.5,0,0,0,0,0
9885-12703,194.5,38,156.5,0,0,0,0,0
9886-3701,65,344.5,80.5,0,0,0,0,0
9886-3703,241,13.5,132.5,0,0,0,0,0
9886-6102,44,334,70,0,0,0,0,0
9887-12702,87.5,3.5,84,0,0,0,0,0
9887-12703,44.5,197,152.5,0,0,0,0,0
9887-12704,311.5,40.5,89,0,0,0,0,0
9887-1902,221,249,28,0,0,0,0,0
9887-6101,152.5,238.5,86,0,0,0,0,0
9887-6103,357.5,310.5,47,0,0,0,0,0
9887-9102,72.5,320.5,112,0,0,0,0,0
9888-12703,232.5,172,60.5,0,0,0,0,0
9888-3703,140,107.5,32.5,0,0,0,0,0
9888-6102,285.5,33,107.5,0,0,0,0,0
9888-6104,1.5,144,142.5,0,0,0,0,0
9888-9102,,,,0,0,0,0,0
9889-12703,119.5,63,56.5,0,0,0,0,0
9889-6104,227,356.5,129.5,0,0,0,0,0
9890-12703,310,140,170,0,0,0,0,0
9890-12705,346,29.5,43.5,0,0,0,0,0
9890-3701,178.5,34,144.5,0,0,0,0,0
9890-9102,360,286,74,0,0,0,0,0
9891-12701,186.5,209,22.5,0,0,0,0,0
9891-12702,258,99.5,158.5,0,0,0,0,0
9891-12703,262,262,0,0,0,0,0,0
9891-12705,340.5,170,170.5,0,0,0,0,0
9891-3701,287.5,269,18.5,0,0,0,0,0
9891-3703,103.5,43.5,60,0,0,0,0,0
9891-9101,235,220,15,0,0,0,0,0
9892-12702,319.5,276.5,43,0,0,0,0,0
9892-3704,119,138,19,0,0,0,0,0
9892-9102,4.5,341.5,23,0,0,0,0,0
