plateifu,stellar_pa,halpha_pa,classification,STEL_QUAL,GAS_QUAL,STEL_FEATURE,GAS_FEATURE,GAS_NOTES
7979-12703,336.5,184.5,0,0,0,0,0,0
7979-6101,7.5,25.0,0,0,0,0,0,0
7990-12705,179.5,108.5,0,0,0,0,0,0
7991-9102,118.0,52.0,0,0,0,0,0,0
7992-12701,43.5,64.0,0,0,0,0,0,0
7992-12703,91.5,116.5,0,0,0,0,0,0
7992-12704,178.5,142.5,0,0,0,0,0,0
7992-12705,45.5,30.5,0,0,0,0,0,0
7993-12703,92.0,257.5,0,0,0,0,0,0
7993-6101,121.0,200.5,0,0,0,0,0,0
7993-6102,244.5,62.5,0,0,0,0,0,0
7993-9101,308.0,108.0,0,0,0,0,0,0
7993-9102,85.0,351.5,0,0,0,0,0,0
8077-12701,277.0,277.0,0,0,0,0,0,0
8077-1901,226.5,227.0,0,0,0,0,0,0
8077-9102,324.0,277.5,0,0,0,0,0,0
8078-12702,202.5,179.0,0,0,0,0,0,0
8078-12705,333.0,332.5,0,0,0,0,0,0
8078-3703,306.0,345.5,0,0,0,0,0,0
8078-6101,149.5,47.0,0,0,0,0,0,0
8079-1901,283.5,309.5,0,0,0,0,0,0
8079-6101,83.5,150.5,0,0,0,0,0,0
8080-1901,175.5,103.0,0,0,0,0,0,0
8081-12701,76.5,309.5,0,0,0,0,0,0
8081-12705,97.0,124.5,0,0,0,0,0,0
8081-3702,182.5,155.5,0,0,0,0,0,0
8082-12705,9.5,36.5,0,0,0,0,0,0
8082-6101,250.0,297.0,0,0,0,0,0,0
8083-1902,295.5,319.0,0,0,0,0,0,0
8083-3701,204.5,196.0,0,0,0,0,0,0
8083-6104,247.0,35.0,0,0,0,0,0,0
8084-1901,120.0,48.0,0,0,0,0,0,0
8084-3704,166.0,157.5,0,0,0,0,0,0
8084-9101,188.0,256.5,0,0,0,0,0,0
8085-12702,148.0,155.5,0,0,0,0,0,0
8085-12703,103.5,32.0,0,0,0,0,0,0
8085-12705,219.0,218.5,0,0,0,0,0,0
8085-3702,359.0,238.0,0,0,0,0,0,0
8086-12701,160.5,158.5,0,0,0,0,0,0
8086-6101,315.5,172.0,0,0,0,0,0,0
8086-6104,44.0,57.0,0,0,0,0,0,0
8097-12702,105.0,64.0,0,0,0,0,0,0
8097-1902,162.0,76.5,0,0,0,0,0,0
8097-6103,267.0,183.0,0,0,0,0,0,0
8097-9101,341.5,299.0,0,0,0,0,0,0
8131-12705,75.5,76.0,0,0,0,0,0,0
8131-1901,36.5,71.0,0,0,0,0,0,0
8131-3704,280.0,82.0,0,0,0,0,0,0
8132-12701,23.0,40.5,0,0,0,0,0,0
8132-3701,134.0,258.5,0,0,0,0,0,0
8132-3703,317.0,7.0,0,0,0,0,0,0
8132-6103,92.0,134.0,0,0,0,0,0,0
8133-3704,279.5,306.5,0,0,0,0,0,0
8134-1902,184.5,358.5,0,0,0,0,0,0
8134-3702,256.5,237.5,0,0,0,0,0,0
8134-6101,155.0,127.0,0,0,0,0,0,0
8134-9101,335.5,122.5,0,0,0,0,0,0
8135-1901,121.0,57.0,0,0,0,0,0,0
8135-3703,319.0,121.5,0,0,0,0,0,0
8135-9101,267.5,20.0,0,0,0,0,0,0
8137-6101,204.0,291.5,0,0,0,0,0,0
8137-9101,258.5,313.5,0,0,0,0,0,0
8138-3704,124.5,118.5,0,0,0,0,0,0
8139-12702,76.5,226.5,0,0,0,0,0,0
8139-12703,131.0,107.0,0,0,0,0,0,0
8139-12704,299.0,344.5,0,0,0,0,0,0
8139-1901,356.0,12.0,0,0,0,0,0,0
8140-1901,99.0,76.5,0,0,0,0,0,0
8140-3703,130.5,113.5,0,0,0,0,0,0
8140-3704,136.0,230.5,0,0,0,0,0,0
8140-6102,110.0,138.0,0,0,0,0,0,0
8141-6104,105.5,90.0,0,0,0,0,0,0
8141-9101,79.5,68.5,0,0,0,0,0,0
8143-12701,57.5,165.5,0,0,0,0,0,0
8144-1902,60.0,340.5,0,0,0,0,0,0
8144-6102,23.5,308.0,0,0,0,0,0,0
8145-12702,53.5,142.5,0,0,0,0,0,0
8145-6101,292.0,239.0,0,0,0,0,0,0
8145-6102,10.5,187.5,0,0,0,0,0,0
8146-12704,210.5,223.5,0,0,0,0,0,0
8146-3704,196.5,20.0,0,0,0,0,0,0
8146-6101,222.0,103.0,0,0,0,0,0,0
8146-6103,321.0,280.5,0,0,0,0,0,0
8147-12702,340.0,69.5,0,0,0,0,0,0
8147-12704,326.5,326.5,0,0,0,0,0,0
8148-3702,220.5,327.5,0,0,0,0,0,0
8149-9101,154.0,154.0,0,0,0,0,0,0
8150-12702,114.0,101.0,0,0,0,0,0,0
8150-1901,146.5,329.5,0,0,0,0,0,0
8150-3703,10.5,3.0,0,0,0,0,0,0
8150-3704,353.5,238.0,0,0,0,0,0,0
8153-12703,321.5,1.5,0,0,0,0,0,0
8153-3703,29.5,77.0,0,0,0,0,0,0
8153-6101,210.5,114.5,0,0,0,0,0,0
8153-9101,75.5,63.5,0,0,0,0,0,0
8154-3702,201.5,50.0,0,0,0,0,0,0
8155-12703,182.0,163.5,0,0,0,0,0,0
8155-12705,218.5,306.0,0,0,0,0,0,0
8155-1901,281.0,126.0,0,0,0,0,0,0
8155-1902,275.0,106.5,0,0,0,0,0,0
8155-9101,60.0,125.0,0,0,0,0,0,0
8156-12701,235.0,218.5,0,0,0,0,0,0
8156-12703,255.5,260.0,0,0,0,0,0,0
8156-12704,316.0,302.5,0,0,0,0,0,0
8156-3704,82.5,229.5,0,0,0,0,0,0
8156-6103,340.5,289.5,0,0,0,0,0,0
8156-6104,178.0,76.5,0,0,0,0,0,0
8158-12703,307.0,264.0,0,0,0,0,0,0
8158-12704,338.5,229.0,0,0,0,0,0,0
8158-3702,94.0,274.0,0,0,0,0,0,0
8158-3703,,,0,0,0,0,0,0
8158-3704,322.5,215.0,0,0,0,0,0,0
8239-12701,150.5,67.5,0,0,0,0,0,0
8239-12703,336.0,156.0,0,0,0,0,0,0
8239-1901,163.0,196.0,0,0,0,0,0,0
8239-6103,326.5,99.5,0,0,0,0,0,0
8241-3701,121.5,22.5,0,0,0,0,0,0
8241-6103,202.5,274.5,0,0,0,0,0,0
8241-6104,75.0,281.0,0,0,0,0,0,0
8243-12702,279.5,307.0,0,0,0,0,0,0
8243-12703,269.0,9.0,0,0,0,0,0,0
8244-12701,82.0,148.5,0,0,0,0,0,0
8244-9102,310.5,72.5,0,0,0,0,0,0
8245-3703,32.0,91.5,0,0,0,0,0,0
8245-6101,18.0,39.5,0,0,0,0,0,0
8245-9102,330.5,133.5,0,0,0,0,0,0
8247-9102,356.5,6.0,0,0,0,0,0,0
8248-12701,173.0,146.5,0,0,0,0,0,0
8248-3702,143.5,205.5,0,0,0,0,0,0
8248-6101,104.5,14.5,0,0,0,0,0,0
8248-6103,57.0,175.0,0,0,0,0,0,0
8248-6104,307.0,9.0,0,0,0,0,0,0
8248-9101,107.0,309.5,0,0,0,0,0,0
8249-12702,55.5,17.5,0,0,0,0,0,0
8249-9102,148.5,79.0,0,0,0,0,0,0
8250-12701,136.0,125.0,0,0,0,0,0,0
8250-12703,247.0,231.5,0,0,0,0,0,0
8250-3703,226.0,126.0,0,0,0,0,0,0
8252-12701,67.0,343.5,0,0,0,0,0,0
8253-12702,35.5,353.5,0,0,0,0,0,0
8253-12705,80.0,44.0,0,0,0,0,0,0
8253-3704,14.0,338.0,0,0,0,0,0,0
8253-6102,288.0,239.5,0,0,0,0,0,0
8254-6101,6.0,213.0,0,0,0,0,0,0
8254-6104,136.5,150.0,0,0,0,0,0,0
8255-3704,173.0,212.5,0,0,0,0,0,0
8256-12704,315.5,182.5,0,0,0,0,0,0
8256-1902,92.0,231.0,0,0,0,0,0,0
8257-1901,260.0,231.0,0,0,0,0,0,0
8257-6104,120.5,21.5,0,0,0,0,0,0
8259-12704,123.5,122.5,0,0,0,0,0,0
8259-12705,79.5,349.0,0,0,0,0,0,0
8260-1902,272.5,164.5,0,0,0,0,0,0
8261-12702,191.5,225.5,0,0,0,0,0,0
8261-3703,42.0,287.0,0,0,0,0,0,0
8274-1902,156.0,284.0,0,0,0,0,0,0
8274-6103,115.5,195.5,0,0,0,0,0,0
8309-12702,239.5,157.0,0,0,0,0,0,0
8309-12704,144.5,275.0,0,0,0,0,0,0
8309-3703,,,0,0,0,0,0,0
8309-6102,27.5,198.0,0,0,0,0,0,0
8311-9102,164.5,298.0,0,0,0,0,0,0
8314-6104,315.5,72.0,0,0,0,0,0,0
8315-12701,169.5,131.0,0,0,0,0,0,0
8315-12702,219.0,85.5,0,0,0,0,0,0
8315-6102,95.5,320.5,0,0,0,0,0,0
8317-12701,63.0,129.0,0,0,0,0,0,0
8317-1902,359.5,359.5,0,0,0,0,0,0
8317-3704,25.5,148.5,0,0,0,0,0,0
8319-12701,349.5,335.5,0,0,0,0,0,0
8319-6101,340.0,33.5,0,0,0,0,0,0
8319-9102,188.0,28.5,0,0,0,0,0,0
8322-3704,258.0,28.0,0,0,0,0,0,0
8323-12702,169.5,232.5,0,0,0,0,0,0
8323-9101,215.5,272.0,0,0,0,0,0,0
8324-3703,283.5,95.5,0,0,0,0,0,0
8325-12704,92.0,103.5,0,0,0,0,0,0
8326-12705,264.5,253.0,0,0,0,0,0,0
8326-9101,13.5,231.0,0,0,0,0,0,0
8328-12703,184.5,157.5,0,0,0,0,0,0
8328-3702,308.0,25.0,0,0,0,0,0,0
8328-6104,228.5,179.0,0,0,0,0,0,0
8329-12705,85.0,145.5,0,0,0,0,0,0
8329-3701,217.0,198.5,0,0,0,0,0,0
8329-3703,103.0,199.0,0,0,0,0,0,0
8329-3704,131.5,272.0,0,0,0,0,0,0
8329-6101,147.5,239.5,0,0,0,0,0,0
8330-12705,206.0,285.5,0,0,0,0,0,0
8331-12701,193.5,78.5,0,0,0,0,0,0
8331-6103,74.5,149.5,0,0,0,0,0,0
8331-9102,290.5,91.0,0,0,0,0,0,0
8332-1901,,,0,0,0,0,0,0
8333-12702,73.5,56.5,0,0,0,0,0,0
8333-12704,99.0,116.0,0,0,0,0,0,0
8333-3703,242.5,7.5,0,0,0,0,0,0
8333-6103,90.5,12.0,0,0,0,0,0,0
8333-6104,310.0,219.0,0,0,0,0,0,0
8333-9101,140.0,160.0,0,0,0,0,0,0
8333-9102,191.0,54.0,0,0,0,0,0,0
8335-12704,198.0,205.5,0,0,0,0,0,0
8335-6103,167.5,241.0,0,0,0,0,0,0
8335-9101,359.0,289.5,0,0,0,0,0,0
8336-3702,349.0,176.0,0,0,0,0,0,0
8337-3702,236.0,254.0,0,0,0,0,0,0
8338-12705,212.5,11.0,0,0,0,0,0,0
8438-12703,71.5,70.0,0,0,0,0,0,0
8440-12702,293.5,216.0,0,0,0,0,0,0
8440-6101,196.5,184.0,0,0,0,0,0,0
8442-6104,2.5,245.0,0,0,0,0,0,0
8444-6101,349.5,86.5,0,0,0,0,0,0
8445-12703,91.5,121.0,0,0,0,0,0,0
8445-6104,343.0,255.5,0,0,0,0,0,0
8446-3702,314.0,6.5,0,0,0,0,0,0
8446-6102,333.0,127.5,0,0,0,0,0,0
8446-6103,331.5,261.5,0,0,0,0,0,0
8447-12703,360.0,180.0,0,0,0,0,0,0
8447-12705,41.0,20.5,0,0,0,0,0,0
8447-6104,303.5,3.0,0,0,0,0,0,0
8448-12701,16.5,2.0,0,0,0,0,0,0
8448-6101,308.0,247.5,0,0,0,0,0,0
8448-9102,149.0,288.0,0,0,0,0,0,0
8449-3704,257.0,25.5,0,0,0,0,0,0
8449-6101,217.0,240.0,0,0,0,0,0,0
8449-9101,99.0,99.0,0,0,0,0,0,0
8450-3701,348.0,274.5,0,0,0,0,0,0
8451-12701,333.5,268.5,0,0,0,0,0,0
8451-1901,185.0,195.0,0,0,0,0,0,0
8451-1902,133.5,286.0,0,0,0,0,0,0
8451-6102,212.0,168.5,0,0,0,0,0,0
8452-9101,348.0,60.0,0,0,0,0,0,0
8453-3703,204.5,253.0,0,0,0,0,0,0
8453-6103,271.0,34.5,0,0,0,0,0,0
8453-9101,185.0,148.0,0,0,0,0,0,0
8454-12701,193.5,142.0,0,0,0,0,0,0
8454-12704,161.5,200.0,0,0,0,0,0,0
8454-1901,287.0,344.5,0,0,0,0,0,0
8454-1902,171.5,208.0,0,0,0,0,0,0
8454-6102,134.0,205.0,0,0,0,0,0,0
8454-6103,193.0,168.0,0,0,0,0,0,0
8455-12703,129.5,232.0,0,0,0,0,0,0
8455-12704,244.0,254.0,0,0,0,0,0,0
8455-1901,110.5,73.5,0,0,0,0,0,0
8455-6103,316.5,258.0,0,0,0,0,0,0
8455-6104,67.0,184.5,0,0,0,0,0,0
8456-3702,110.5,151.5,0,0,0,0,0,0
8456-6104,179.5,60.0,0,0,0,0,0,0
8458-1901,144.0,207.5,0,0,0,0,0,0
8458-6103,326.0,312.0,0,0,0,0,0,0
8458-9101,62.0,70.0,0,0,0,0,0,0
8459-12701,146.5,51.5,0,0,0,0,0,0
8459-3701,131.5,227.0,0,0,0,0,0,0
8459-6103,121.5,229.5,0,0,0,0,0,0
8461-1902,97.5,129.5,0,0,0,0,0,0
8461-6104,200.0,24.0,0,0,0,0,0,0
8461-9101,269.5,156.0,0,0,0,0,0,0
8462-6103,,,0,0,0,0,0,0
8464-1901,75.0,311.5,0,0,0,0,0,0
8464-6101,309.5,210.0,0,0,0,0,0,0
8465-1902,245.5,271.5,0,0,0,0,0,0
8465-3702,287.5,247.0,0,0,0,0,0,0
8465-6101,278.5,227.0,0,0,0,0,0,0
8466-3703,260.5,84.0,0,0,0,0,0,0
8466-6101,11.0,206.5,0,0,0,0,0,0
8466-6103,18.0,99.0,0,0,0,0,0,0
8466-6104,150.5,128.5,0,0,0,0,0,0
8481-3704,259.5,21.5,0,0,0,0,0,0
8481-6104,262.5,97.5,0,0,0,0,0,0
8482-12702,337.5,56.5,0,0,0,0,0,0
8482-12704,41.5,145.0,0,0,0,0,0,0
8482-6103,110.0,257.5,0,0,0,0,0,0
8483-6104,316.0,74.5,0,0,0,0,0,0
8483-9101,275.5,308.0,0,0,0,0,0,0
8484-12701,41.5,170.0,0,0,0,0,0,0
8484-9101,283.0,265.5,0,0,0,0,0,0
8484-9102,128.5,195.0,0,0,0,0,0,0
8485-12704,161.0,207.5,0,0,0,0,0,0
8485-1902,259.0,23.0,0,0,0,0,0,0
8485-3701,3.0,229.0,0,0,0,0,0,0
8485-3703,227.5,287.5,0,0,0,0,0,0
8485-9101,65.0,0.5,0,0,0,0,0,0
8486-12703,330.0,268.0,0,0,0,0,0,0
8486-3701,270.0,217.5,0,0,0,0,0,0
8547-12702,210.5,195.0,0,0,0,0,0,0
8547-12703,47.5,32.0,0,0,0,0,0,0
8547-3701,192.0,124.5,0,0,0,0,0,0
8547-6104,104.5,249.5,0,0,0,0,0,0
8547-9101,138.5,226.0,0,0,0,0,0,0
8548-9101,343.0,228.5,0,0,0,0,0,0
8549-6101,267.5,245.5,0,0,0,0,0,0
8551-6102,131.5,80.5,0,0,0,0,0,0
8551-6103,226.0,9.5,0,0,0,0,0,0
8551-9101,81.0,102.5,0,0,0,0,0,0
8552-3701,30.0,71.0,0,0,0,0,0,0
8552-3703,281.0,216.5,0,0,0,0,0,0
8553-12703,345.0,315.0,0,0,0,0,0,0
8553-3701,181.0,121.5,0,0,0,0,0,0
8553-3702,322.5,356.0,0,0,0,0,0,0
8554-6102,336.0,58.0,0,0,0,0,0,0
8554-6103,214.5,238.0,0,0,0,0,0,0
8554-9102,117.0,275.0,0,0,0,0,0,0
8555-12701,77.5,326.5,0,0,0,0,0,0
8555-12704,54.5,158.0,0,0,0,0,0,0
8555-3702,105.0,201.5,0,0,0,0,0,0
8555-3704,275.5,93.5,0,0,0,0,0,0
8555-6103,11.5,108.5,0,0,0,0,0,0
8566-12701,214.0,123.5,0,0,0,0,0,0
8566-1901,71.5,170.0,0,0,0,0,0,0
8566-6104,331.5,47.0,0,0,0,0,0,0
8567-6102,342.0,33.5,0,0,0,0,0,0
8567-6104,256.0,91.5,0,0,0,0,0,0
8567-9101,178.0,19.5,0,0,0,0,0,0
8568-9102,121.0,32.5,0,0,0,0,0,0
8591-12701,62.0,118.5,0,0,0,0,0,0
8591-6102,38.0,62.5,0,0,0,0,0,0
8592-12703,22.5,328.0,0,0,0,0,0,0
8592-12704,112.0,161.0,0,0,0,0,0,0
8592-12705,46.0,147.5,0,0,0,0,0,0
8592-3704,258.0,99.0,0,0,0,0,0,0
8592-6103,233.5,167.0,0,0,0,0,0,0
8593-1901,236.5,72.0,0,0,0,0,0,0
8593-3701,255.5,348.5,0,0,0,0,0,0
8593-6102,102.0,322.0,0,0,0,0,0,0
8595-12701,305.0,11.5,0,0,0,0,0,0
8595-12704,100.0,229.5,0,0,0,0,0,0
8595-6101,174.5,104.5,0,0,0,0,0,0
8595-9101,55.5,161.0,0,0,0,0,0,0
8597-3701,247.5,310.5,0,0,0,0,0,0
8600-9101,132.0,205.0,0,0,0,0,0,0
8600-9102,125.0,172.5,0,0,0,0,0,0
8601-12704,107.5,113.0,0,0,0,0,0,0
8601-6102,26.5,92.0,0,0,0,0,0,0
8602-12704,249.0,6.0,0,0,0,0,0,0
8602-3703,261.0,286.0,0,0,0,0,0,0
8602-3704,187.5,14.0,0,0,0,0,0,0
8604-3704,143.5,200.5,0,0,0,0,0,0
8606-12702,103.5,38.5,0,0,0,0,0,0
8606-12703,243.0,226.0,0,0,0,0,0,0
8606-12704,239.0,257.5,0,0,0,0,0,0
8606-3704,93.5,66.0,0,0,0,0,0,0
8606-6103,253.5,212.5,0,0,0,0,0,0
8606-9101,16.5,280.0,0,0,0,0,0,0
8606-9102,250.5,290.0,0,0,0,0,0,0
8611-6104,70.5,30.0,0,0,0,0,0,0
8612-12705,235.5,225.5,0,0,0,0,0,0
8612-3702,338.0,329.5,0,0,0,0,0,0
8612-6103,86.0,186.5,0,0,0,0,0,0
8613-12704,43.5,330.0,0,0,0,0,0,0
8613-6102,222.5,231.5,0,0,0,0,0,0
8614-12701,201.0,298.5,0,0,0,0,0,0
8614-12705,279.0,257.5,0,0,0,0,0,0
8614-1901,135.0,315.0,0,0,0,0,0,0
8615-12703,216.0,200.0,0,0,0,0,0,0
8615-12704,61.5,77.0,0,0,0,0,0,0
8616-12701,354.5,70.5,0,0,0,0,0,0
8616-12703,236.5,56.5,0,0,0,0,0,0
8616-3702,193.5,47.5,0,0,0,0,0,0
8618-12703,90.5,314.0,0,0,0,0,0,0
8618-12705,21.5,53.0,0,0,0,0,0,0
8619-12704,50.5,100.0,0,0,0,0,0,0
8619-12705,11.5,334.5,0,0,0,0,0,0
8619-6101,98.5,221.5,0,0,0,0,0,0
8619-6104,89.0,216.5,0,0,0,0,0,0
8619-9101,67.5,109.0,0,0,0,0,0,0
8623-12701,342.5,345.5,0,0,0,0,0,0
8623-12705,302.0,17.0,0,0,0,0,0,0
8624-12701,130.0,160.0,0,0,0,0,0,0
8624-12705,124.0,149.0,0,0,0,0,0,0
8624-1902,210.5,359.0,0,0,0,0,0,0
8624-6104,98.0,347.0,0,0,0,0,0,0
8625-1902,354.5,163.0,0,0,0,0,0,0
8626-6101,91.5,154.0,0,0,0,0,0,0
8626-9102,,,0,0,0,0,0,0
8655-6101,254.5,208.5,0,0,0,0,0,0
8655-9101,240.5,271.5,0,0,0,0,0,0
8656-3701,175.5,283.5,0,0,0,0,0,0
8657-12704,142.5,42.5,0,0,0,0,0,0
8657-12705,32.5,31.0,0,0,0,0,0,0
8657-3703,303.5,288.5,0,0,0,0,0,0
8657-6103,212.0,176.5,0,0,0,0,0,0
8711-12701,257.5,239.0,0,0,0,0,0,0
8711-12702,332.0,303.0,0,0,0,0,0,0
8711-12705,328.5,320.0,0,0,0,0,0,0
8711-1901,216.5,328.0,0,0,0,0,0,0
8711-3701,181.0,152.0,0,0,0,0,0,0
8711-3703,212.0,269.0,0,0,0,0,0,0
8711-6101,43.0,1.0,0,0,0,0,0,0
8712-3701,150.0,105.5,0,0,0,0,0,0
8712-9101,133.5,159.5,0,0,0,0,0,0
8712-9102,140.0,152.0,0,0,0,0,0,0
8713-3702,225.0,101.5,0,0,0,0,0,0
8713-3703,43.0,44.0,0,0,0,0,0,0
8713-6101,5.0,319.0,0,0,0,0,0,0
8713-6103,142.5,258.0,0,0,0,0,0,0
8713-9101,35.5,226.0,0,0,0,0,0,0
8714-12701,214.5,223.5,0,0,0,0,0,0
8714-3701,66.0,260.0,0,0,0,0,0,0
8714-9102,269.0,199.0,0,0,0,0,0,0
8715-12702,80.0,117.0,0,0,0,0,0,0
8715-12703,234.5,337.0,0,0,0,0,0,0
8715-3704,289.5,43.5,0,0,0,0,0,0
8716-12701,121.0,207.0,0,0,0,0,0,0
8716-12702,232.0,270.5,0,0,0,0,0,0
8716-12705,49.0,38.5,0,0,0,0,0,0
8716-1901,131.5,173.0,0,0,0,0,0,0
8716-3702,174.5,325.5,0,0,0,0,0,0
8716-6104,177.5,354.5,0,0,0,0,0,0
8717-12702,316.0,282.5,0,0,0,0,0,0
8717-12705,197.0,169.0,0,0,0,0,0,0
8717-1901,15.5,355.5,0,0,0,0,0,0
8717-1902,135.5,343.0,0,0,0,0,0,0
8717-3702,113.5,84.5,0,0,0,0,0,0
8717-6103,91.0,67.0,0,0,0,0,0,0
8717-6104,107.5,43.0,0,0,0,0,0,0
8717-9102,63.0,341.5,0,0,0,0,0,0
